alert_id,rise_days,flux_g,flux_r,color_g_minus_r,class,class_probability,gw_overlap
SIM01067,11.266973,1.65063601,1.52750048,-0.084175,SN II,0.5800,0.036396
SIM01068,15.314721,2.77098389,2.92899327,0.060211,SN Ia,0.9100,0.122342
SIM01069,10.363641,0.83870762,0.80033503,-0.050847,SN II,0.5800,0.902305
SIM01070,6.104146,0.52557372,0.68303927,0.284530,SN II,0.5800,0.243573
SIM01071,26.838716,1.24774300,1.56901148,0.248752,SN II,0.5800,0.810459
SIM01072,12.843963,2.16322146,3.00883329,0.358243,SN Ia,0.9100,0.054379
SIM01073,17.733947,1.92261093,2.39278076,0.237529,SN Ia,0.9100,0.842162
SIM01074,25.127425,3.77060377,2.91551548,-0.279239,SN II,0.5800,0.259988
SIM01075,34.118142,4.95804204,3.78626189,-0.292749,AGN flare,0.6700,0.461856
SIM01076,10.350336,0.24795983,0.18936330,-0.292714,SN II,0.5800,0.368929
SIM01077,20.033904,2.09715255,2.49851327,0.190129,SN Ia,0.9100,0.516105
SIM01078,44.200341,1.91992195,2.00747009,0.048414,SN II,0.5800,0.371813
SIM01079,38.892613,3.09920916,2.94561888,-0.055186,SN II,0.5800,0.335479
SIM01080,28.052079,2.64800645,2.01014988,-0.299226,SN II,0.5800,0.955222
SIM01081,17.252905,1.53958906,1.65105395,0.075891,SN Ia,0.9100,0.327565
SIM01082,15.451233,2.42539431,2.40644519,-0.008516,SN Ia,0.9100,0.956895
SIM01083,16.877578,1.23564028,1.43795948,0.164636,SN Ia,0.9100,0.664790
SIM01084,20.638625,1.71626926,2.15044125,0.244855,SN Ia,0.9100,0.457255
SIM01085,37.604101,3.59181076,2.58657563,-0.356471,SN II,0.5800,0.219711
SIM01086,43.266259,4.67499154,4.89898882,0.050814,AGN flare,0.6700,0.472343
SIM01087,9.691106,0.77141608,0.91466101,0.184929,SN II,0.5800,0.258715
SIM01088,29.360802,2.14271361,1.75734770,-0.215266,SN II,0.5800,0.509533
SIM01089,14.815436,1.20122426,1.24730993,0.040876,SN Ia,0.9100,0.616588
SIM01090,6.929193,0.56755588,0.61428341,0.085900,SN II,0.5800,0.616703
SIM01091,35.316833,2.41773368,2.44134456,0.010552,SN II,0.5800,0.830151
SIM01092,25.934162,3.54287889,3.59223975,0.015023,SN II,0.5800,0.969795
SIM01093,37.174852,2.06696043,2.33215151,0.131061,SN II,0.5800,0.033194
SIM01094,42.092070,6.38045746,5.66139147,-0.129822,AGN flare,0.6700,0.845808
SIM01095,8.796588,1.31409294,0.93435727,-0.370283,SN II,0.5800,0.890266
SIM01096,20.361213,4.82441313,5.17618664,0.076414,SN Ia,0.9100,0.862430
SIM01097,9.933628,1.34214936,0.96396446,-0.359350,SN II,0.5800,0.336573
SIM01098,3.907868,0.11649107,0.09139505,-0.263425,SN II,0.5800,0.159682
SIM01099,13.873619,2.04777224,2.73125241,0.312700,SN Ia,0.9100,0.870066
SIM01100,44.551490,3.94214544,3.53474399,-0.118437,SN II,0.5800,0.926497
SIM01101,36.670511,2.85645069,2.18244547,-0.292208,SN II,0.5800,0.925067
SIM01102,25.295195,5.23522582,4.19055500,-0.241660,SN II,0.5800,0.699317
SIM01103,21.415921,3.72533190,3.12069086,-0.192286,SN Ia,0.9100,0.956351
SIM01104,13.371266,3.18755137,2.78416798,-0.146904,SN Ia,0.9100,0.695032
SIM01105,18.428094,1.14005993,1.55941707,0.340087,SN Ia,0.9100,0.368210
SIM01106,23.433300,1.34097238,1.64602388,0.222541,SN Ia,0.9100,0.745144
SIM01107,39.540955,1.75951107,1.65957802,-0.063486,SN II,0.5800,0.732192
SIM01108,29.951453,3.06649683,2.47730641,-0.231657,SN II,0.5800,0.918543
SIM01109,21.760784,4.01340529,3.36524389,-0.191241,SN Ia,0.9100,0.722479
SIM01110,16.544949,1.62606216,1.45235820,-0.122659,SN Ia,0.9100,0.635610
SIM01111,22.225574,2.80107257,2.38769861,-0.173362,SN Ia,0.9100,0.437374
SIM01112,1.083647,0.01607666,0.02060223,0.269296,SN II,0.5800,0.552145
SIM01113,27.466450,2.09503552,2.60635009,0.237103,SN II,0.5800,0.292059
SIM01114,38.961851,5.33713270,6.78149687,0.260044,AGN flare,0.6700,0.436679
SIM01115,30.627319,3.25391516,2.50716170,-0.283060,SN II,0.5800,0.411944
SIM01116,23.420672,1.19395057,1.56000445,0.290349,SN Ia,0.9100,0.387991
SIM01117,7.552159,0.47873304,0.39876937,-0.198429,SN II,0.5800,0.475045
SIM01118,24.659573,2.96384020,3.81082294,0.272910,SN Ia,0.9100,0.016722
SIM01119,41.917858,0.91268742,1.12925144,0.231171,SN II,0.5800,0.569948
SIM01120,24.667809,2.81289647,2.57234147,-0.097063,SN Ia,0.9100,0.726928
SIM01121,11.043509,1.70540606,1.63745258,-0.044148,SN II,0.5800,0.479940
SIM01122,3.870456,0.29477241,0.23799060,-0.232318,SN II,0.5800,0.550683
SIM01123,33.254960,2.46573287,3.22834439,0.292585,SN II,0.5800,0.050491
SIM01124,11.930075,0.52728715,0.40095084,-0.297390,SN II,0.5800,0.489357
SIM01125,12.016197,1.09702722,1.05323644,-0.044229,SN Ia,0.9100,0.788489
SIM01126,32.799563,1.20708947,0.85194379,-0.378321,SN II,0.5800,0.329285
SIM01127,5.758159,0.71552619,0.99963203,0.363037,SN II,0.5800,0.209013
SIM01128,2.613368,0.11171829,0.15101599,0.327247,SN II,0.5800,0.392458
SIM01129,14.748669,1.50393757,1.59190359,0.061717,SN Ia,0.9100,0.440695
SIM01130,20.231811,5.17869849,5.35059011,0.035453,SN Ia,0.9100,0.178165
SIM01131,18.877720,3.44891521,4.00984844,0.163614,SN Ia,0.9100,0.559709
SIM01132,21.299490,2.20633712,2.40533192,0.093758,SN Ia,0.9100,0.864738
SIM01133,4.513489,0.33674694,0.46631839,0.353447,SN II,0.5800,0.013284
SIM01134,28.589727,5.45355203,5.61165960,0.031030,SN II,0.5800,0.130970
SIM01135,14.209921,3.05985278,2.58008276,-0.185167,SN Ia,0.9100,0.642614
SIM01136,29.896959,1.70159895,1.71714621,0.009875,SN II,0.5800,0.324991
SIM01137,27.277084,1.46925644,1.71791965,0.169763,SN II,0.5800,0.286929
SIM01138,35.789169,2.69680189,3.41329797,0.255813,SN II,0.5800,0.115575
SIM01139,33.169857,2.46826230,1.77124869,-0.360279,SN II,0.5800,0.724045
SIM01140,17.222947,1.29557879,1.36155936,0.053932,SN Ia,0.9100,0.414933
SIM01141,6.383516,0.40849053,0.56251987,0.347390,SN II,0.5800,0.383094
SIM01142,20.154118,2.94176651,2.72184036,-0.084364,SN Ia,0.9100,0.646253
SIM01143,37.633101,3.75897516,3.36483298,-0.120265,SN II,0.5800,0.109529
SIM01144,2.856524,0.15452764,0.13013083,-0.186565,kilonova,0.7200,0.440481
SIM01145,34.564139,1.42894580,1.51964780,0.066818,SN II,0.5800,0.425378
SIM01146,42.293746,3.23309495,3.53246616,0.096149,SN II,0.5800,0.416231
SIM01147,2.489794,0.12149778,0.11079959,-0.100075,kilonova,0.7200,0.586127
SIM01148,32.255046,2.41659452,1.87631389,-0.274746,SN II,0.5800,0.301542
SIM01149,32.497762,1.21163860,0.95555902,-0.257789,SN II,0.5800,0.473367
SIM01150,1.695357,0.01580866,0.01196786,-0.302197,kilonova,0.7200,0.090532
SIM01151,9.557090,0.60901110,0.77636336,0.263600,SN II,0.5800,0.416867
SIM01152,12.082607,1.47970825,1.08438402,-0.337482,SN II,0.5800,0.742194
SIM01153,5.293786,0.50538940,0.56520168,0.121443,SN II,0.5800,0.863273
SIM01154,5.419237,0.22732485,0.25263187,0.114603,SN II,0.5800,0.721017
SIM01155,13.223897,1.07923824,1.08567679,0.006458,SN Ia,0.9100,0.281638
SIM01156,26.769840,1.81754528,2.08970438,0.151499,SN II,0.5800,0.085554
SIM01157,36.251866,2.23233679,1.74223743,-0.269131,SN II,0.5800,0.508781
SIM01158,23.170786,3.30297866,3.26522221,-0.012483,SN Ia,0.9100,0.892578
SIM01159,13.047621,3.95340072,5.50768979,0.359997,SN Ia,0.9100,0.943272
SIM01160,12.316188,2.45080483,2.06553513,-0.185690,SN Ia,0.9100,0.997515
SIM01161,29.497762,4.91635834,3.71513728,-0.304172,SN II,0.5800,0.863311
SIM01162,8.720004,0.73445441,0.61384733,-0.194761,SN II,0.5800,0.462554
SIM01163,32.397664,2.06864463,1.59935738,-0.279351,SN II,0.5800,0.475640
SIM01164,29.575946,1.85471250,1.54640663,-0.197382,SN II,0.5800,0.960160
SIM01165,18.205648,1.97027578,2.33936519,0.186428,SN Ia,0.9100,0.740434
SIM01166,29.609444,3.20665463,3.40158353,0.064072,SN II,0.5800,0.187921
SIM01167,42.774852,6.60419951,9.21149933,0.361275,AGN flare,0.6700,0.465582
SIM01168,37.920552,2.93030137,3.51776936,0.198388,SN II,0.5800,0.938577
SIM01169,37.668893,3.46297350,4.33289711,0.243323,AGN flare,0.6700,0.475307
SIM01170,14.749312,2.29727721,2.96331377,0.276411,SN Ia,0.9100,0.844647
SIM01171,30.456512,1.19221590,1.30856978,0.101105,SN II,0.5800,0.212018
SIM01172,15.808828,0.66973332,0.80497255,0.199698,SN Ia,0.9100,0.223647
SIM01173,38.307816,3.70623442,3.37947723,-0.100208,SN II,0.5800,0.267499
SIM01174,18.372221,0.98364806,0.95013764,-0.037633,SN Ia,0.9100,0.012637
SIM01175,38.907173,1.11475301,1.52972692,0.343588,SN II,0.5800,0.228425
SIM01176,12.131563,0.34208633,0.40942350,0.195093,SN Ia,0.9100,0.582001
SIM01177,23.177870,1.59432475,2.19867159,0.348959,SN Ia,0.9100,0.372237
SIM01178,44.535760,2.52201138,3.26273591,0.279587,SN II,0.5800,0.021032
SIM01179,32.284688,5.70069663,6.18440370,0.088425,AGN flare,0.6700,0.812856
SIM01180,7.792789,0.56273974,0.55115631,-0.022582,SN II,0.5800,0.191285
SIM01181,32.165227,4.88949492,5.57286475,0.142036,AGN flare,0.6700,0.599187
SIM01182,41.563927,4.76878107,4.42679047,-0.080796,AGN flare,0.6700,0.927843
SIM01183,17.328588,1.01313744,1.21015872,0.192935,SN Ia,0.9100,0.931308
SIM01184,29.410316,6.10355214,7.59596025,0.237500,SN II,0.5800,0.445445
SIM01185,21.318780,2.99055976,2.32324393,-0.274144,SN II,0.5800,0.619656
SIM01186,36.594702,2.82759180,3.74596757,0.305368,SN II,0.5800,0.127656
SIM01187,6.972634,0.48740376,0.66510724,0.337507,SN II,0.5800,0.996709
SIM01188,20.607476,4.45345037,3.65809577,-0.213604,SN II,0.5800,0.971800
SIM01189,8.677440,0.41652163,0.29676437,-0.368065,SN II,0.5800,0.480751
SIM01190,19.130607,3.70034038,4.79133849,0.280538,SN Ia,0.9100,0.779770
SIM01191,26.796626,1.72301242,1.79889009,0.046791,SN II,0.5800,0.395079
SIM01192,29.406340,2.65518440,2.98647423,0.127660,SN II,0.5800,0.996539
SIM01193,9.912959,0.37324969,0.28577534,-0.289937,SN II,0.5800,0.055459
SIM01194,19.606787,4.74256020,6.52704801,0.346760,SN Ia,0.9100,0.836952
SIM01195,26.778272,1.49365756,1.44656157,-0.034785,SN II,0.5800,0.261654
SIM01196,28.311118,1.67376867,1.61166793,-0.041050,SN II,0.5800,0.491982
SIM01197,18.793133,1.75506796,2.21182250,0.251141,SN Ia,0.9100,0.598177
SIM01198,6.095020,0.77741540,1.08109455,0.358026,SN II,0.5800,0.758502
SIM01199,3.013676,0.21970673,0.19632735,-0.122156,SN II,0.5800,0.920075
SIM01200,37.347780,3.39695102,3.74982127,0.107303,SN II,0.5800,0.378888
SIM01201,14.022587,2.81487614,2.62422683,-0.076145,SN Ia,0.9100,0.543025
SIM01202,41.847004,5.17782361,5.67606474,0.099750,AGN flare,0.6700,0.992211
SIM01203,2.281852,0.07406695,0.08952980,0.205858,SN II,0.5800,0.968727
SIM01204,28.425085,3.76568799,4.04201426,0.076884,SN II,0.5800,0.704950
SIM01205,42.665711,1.04059147,1.36676680,0.296035,SN II,0.5800,0.059652
SIM01206,35.772683,1.71606967,2.16263187,0.251119,SN II,0.5800,0.238091
SIM01207,17.773567,2.08225991,2.22833539,0.073614,SN Ia,0.9100,0.605609
SIM01208,15.321607,3.59218408,4.47383899,0.238304,SN Ia,0.9100,0.951754
SIM01209,11.876904,1.30779987,1.23227320,-0.064586,SN II,0.5800,0.803408
SIM01210,8.698983,1.28416632,1.73985304,0.329728,SN II,0.5800,0.018615
SIM01211,12.911813,2.53680420,2.06551655,-0.223146,SN II,0.5800,0.840803
SIM01212,18.476173,4.13888192,3.08336926,-0.319644,SN II,0.5800,0.329513
SIM01213,7.854885,0.32450871,0.38633675,0.189349,SN II,0.5800,0.580411
SIM01214,6.359116,0.71358941,0.57102531,-0.241983,SN II,0.5800,0.820451
SIM01215,37.114373,3.33803209,4.23015298,0.257164,AGN flare,0.6700,0.229113
SIM01216,1.044051,0.03126434,0.02402077,-0.286156,kilonova,0.7200,0.766438
SIM01217,35.018763,5.42974588,7.54387311,0.357037,AGN flare,0.6700,0.327779
SIM01218,37.692689,3.85478797,4.54266628,0.178276,AGN flare,0.6700,0.684365
SIM01219,38.348746,2.59381392,2.27257859,-0.143550,SN II,0.5800,0.542789
SIM01220,6.954994,1.28249549,1.11525641,-0.151703,SN II,0.5800,0.697233
SIM01221,30.620590,2.45066281,3.03007035,0.230423,SN II,0.5800,0.306336
SIM01222,5.319337,0.36578258,0.37554587,0.028600,SN II,0.5800,0.815333
SIM01223,8.022597,0.33959622,0.44687584,0.298060,SN II,0.5800,0.161865
SIM01224,4.230190,0.16105615,0.18802331,0.168086,SN II,0.5800,0.083461
SIM01225,11.861421,2.57158518,2.53670298,-0.014828,SN II,0.5800,0.449588
SIM01226,2.367506,0.04395044,0.05502945,0.244080,SN II,0.5800,0.714236
SIM01227,35.512926,4.29353095,3.38782789,-0.257233,AGN flare,0.6700,0.385065
SIM01228,13.889436,1.76477140,1.49988813,-0.176574,SN Ia,0.9100,0.325349
SIM01229,13.426093,2.97065708,3.07890120,0.038858,SN Ia,0.9100,0.379848
SIM01230,41.550985,4.60836706,5.05436823,0.100300,AGN flare,0.6700,0.862511
SIM01231,12.281727,0.58130957,0.61118150,0.054407,SN Ia,0.9100,0.768460
SIM01232,7.887936,1.11392275,1.15494872,0.039269,SN II,0.5800,0.382382
SIM01233,37.935270,4.12420300,3.24351752,-0.260809,AGN flare,0.6700,0.636554
SIM01234,33.577967,6.03949426,5.52853150,-0.095977,AGN flare,0.6700,0.514962
SIM01235,13.661779,1.63296604,2.18581204,0.316589,SN Ia,0.9100,0.905922
SIM01236,41.758587,4.86128876,3.87569393,-0.246005,AGN flare,0.6700,0.921088
SIM01237,29.172038,4.33798439,6.04552040,0.360364,SN II,0.5800,0.025013
SIM01238,38.304664,3.86050311,4.94177879,0.268098,AGN flare,0.6700,0.213645
SIM01239,34.110436,2.88368779,2.41537425,-0.192410,SN II,0.5800,0.800072
SIM01240,33.161290,2.68197539,2.29281578,-0.170214,SN II,0.5800,0.375229
SIM01241,19.246042,4.30620675,5.86333605,0.335125,SN Ia,0.9100,0.633218
SIM01242,17.085091,0.60937177,0.64788082,0.066532,SN Ia,0.9100,0.583222
SIM01243,20.677866,4.03711885,3.81792193,-0.060611,SN Ia,0.9100,0.418104
SIM01244,8.557278,1.48713926,1.60600367,0.083487,SN II,0.5800,0.425830
SIM01245,12.001439,1.16671462,1.18117470,0.013374,SN Ia,0.9100,0.979298
SIM01246,25.775331,0.97567435,0.79168208,-0.226885,SN II,0.5800,0.345816
SIM01247,35.428821,3.34868434,4.17314603,0.238973,AGN flare,0.6700,0.441632
SIM01248,24.650347,1.49125426,1.11297773,-0.317663,SN II,0.5800,0.667544
SIM01249,31.320544,4.33288173,5.51995594,0.262897,AGN flare,0.6700,0.301937
SIM01250,3.945077,0.26758036,0.22933448,-0.167462,SN II,0.5800,0.043846
SIM01251,22.432062,1.71084909,1.94671638,0.140227,SN Ia,0.9100,0.279178
SIM01252,20.610050,1.20471938,0.99631201,-0.206226,SN II,0.5800,0.815658
SIM01253,20.945297,2.96243912,3.74685608,0.255044,SN Ia,0.9100,0.595840
SIM01254,29.777862,3.13966715,2.61675266,-0.197802,SN II,0.5800,0.973764
SIM01255,30.575832,4.07532438,3.13845748,-0.283615,AGN flare,0.6700,0.334442
SIM01256,11.148927,0.79250913,0.80142257,0.012143,SN II,0.5800,0.868581
SIM01257,35.433767,3.21131628,2.77011843,-0.160462,SN II,0.5800,0.704318
SIM01258,14.140842,1.97628561,2.43563434,0.226906,SN Ia,0.9100,0.573028
SIM01259,36.879011,4.48228626,6.23291881,0.357980,AGN flare,0.6700,0.009961
SIM01260,39.600952,1.49683468,1.45461255,-0.031066,SN II,0.5800,0.769869
SIM01261,14.861513,1.76648126,1.91704071,0.088806,SN Ia,0.9100,0.755646
SIM01262,22.530624,1.78242774,1.51983846,-0.173036,SN Ia,0.9100,0.471823
SIM01263,1.024184,0.01279141,0.01579641,0.229100,SN II,0.5800,0.636445
SIM01264,20.501992,4.35947710,3.68027221,-0.183886,SN Ia,0.9100,0.535137
SIM01265,27.305904,2.68076221,2.45964756,-0.093464,SN II,0.5800,0.342970
SIM01266,5.220979,0.37661693,0.41590511,0.107736,SN II,0.5800,0.172956
SIM01267,33.192852,2.36380316,1.89908803,-0.237666,SN II,0.5800,0.096433
SIM01268,12.076053,1.12348119,1.48170640,0.300491,SN Ia,0.9100,0.938370
SIM01269,13.468389,2.85776444,3.12297691,0.096356,SN Ia,0.9100,0.254923
SIM01270,42.780828,2.04661711,1.90555345,-0.077539,SN II,0.5800,0.321026
SIM01271,9.732361,1.47431415,1.05666865,-0.361628,SN II,0.5800,0.835780
SIM01272,14.594170,1.22004183,1.08659497,-0.125768,SN Ia,0.9100,0.212109
SIM01273,6.134600,0.22225495,0.18353526,-0.207830,SN II,0.5800,0.250079
SIM01274,26.446533,2.34265988,2.50232340,0.071585,SN II,0.5800,0.774132
SIM01275,32.858173,4.10359135,5.14544724,0.245648,AGN flare,0.6700,0.561765
SIM01276,21.924440,1.32805177,1.75287246,0.301338,SN Ia,0.9100,0.608332
SIM01277,5.339712,0.83266886,0.60245259,-0.351374,SN II,0.5800,0.700584
SIM01278,11.480722,2.06447938,1.95172202,-0.060981,SN II,0.5800,0.498328
SIM01279,30.272227,2.44124886,2.43552954,-0.002547,SN II,0.5800,0.982514
SIM01280,9.257566,0.56465160,0.50361514,-0.124204,SN II,0.5800,0.117728
SIM01281,7.552105,0.44538520,0.55955617,0.247770,SN II,0.5800,0.096317
SIM01282,28.411897,2.63452327,2.24520794,-0.173614,SN II,0.5800,0.764905
SIM01283,21.690189,3.61412656,3.53673301,-0.023503,SN Ia,0.9100,0.957544
SIM01284,16.130095,5.12932604,4.30966930,-0.189041,SN Ia,0.9100,0.545794
SIM01285,42.413834,2.44719514,3.03929323,0.235260,SN II,0.5800,0.749358
SIM01286,27.434443,2.66340201,2.05521427,-0.281449,SN II,0.5800,0.783560
SIM01287,32.822135,3.20974305,3.16934043,-0.013753,SN II,0.5800,0.750748
SIM01288,2.907674,0.15400672,0.19439350,0.252855,SN II,0.5800,0.471578
SIM01289,36.743549,2.66248431,1.91073707,-0.360215,SN II,0.5800,0.489260
SIM01290,4.484124,0.47020121,0.46905021,-0.002661,SN II,0.5800,0.974295
SIM01291,42.657105,2.45894131,2.93320789,0.191487,SN II,0.5800,0.727541
SIM01292,27.660816,2.09292892,2.10753051,0.007548,SN II,0.5800,0.595014
SIM01293,36.847323,1.05332829,1.41816423,0.322907,SN II,0.5800,0.270528
SIM01294,2.809606,0.09889335,0.12043606,0.213974,SN II,0.5800,0.209899
SIM01295,7.445847,1.22004469,1.35195182,0.111464,SN II,0.5800,0.131172
SIM01296,19.185865,1.66169678,1.65072520,-0.007192,SN Ia,0.9100,0.057035
SIM01297,44.900691,2.53527072,3.26756984,0.275501,SN II,0.5800,0.731711
SIM01298,2.859712,0.13938721,0.14550253,0.046619,kilonova,0.7200,0.145201
SIM01299,23.538443,2.36163920,3.10150635,0.295898,SN Ia,0.9100,0.419946
SIM01300,12.710025,1.07352308,1.23802586,0.154796,SN Ia,0.9100,0.569856
SIM01301,40.161676,3.33954572,4.64943241,0.359281,AGN flare,0.6700,0.215199
SIM01302,1.729959,0.02614517,0.02057051,-0.260366,kilonova,0.7200,0.418158
SIM01303,2.524033,0.13175872,0.17328379,0.297446,SN II,0.5800,0.697499
SIM01304,33.113351,3.35765770,4.06403229,0.207302,AGN flare,0.6700,0.206060
SIM01305,25.413120,4.77838519,3.90601042,-0.218869,SN II,0.5800,0.344085
SIM01306,37.267896,7.10656012,5.56316151,-0.265844,AGN flare,0.6700,0.210166
SIM01307,5.691625,0.69585053,0.80278316,0.155206,SN II,0.5800,0.779529
SIM01308,23.701847,5.04639604,5.82251440,0.155323,SN Ia,0.9100,0.655999
SIM01309,26.906476,4.26847426,4.69877035,0.104279,SN II,0.5800,0.128981
SIM01310,19.737828,2.28481574,2.49659255,0.096241,SN Ia,0.9100,0.361711
SIM01311,18.209814,1.96710156,2.71523220,0.349950,SN Ia,0.9100,0.090335
SIM01312,1.744912,0.04776340,0.04844310,0.015342,kilonova,0.7200,0.591812
SIM01313,17.147956,0.68900598,0.90374397,0.294556,SN Ia,0.9100,0.938998
SIM01314,13.580379,1.36087322,1.00819509,-0.325683,SN II,0.5800,0.892659
SIM01315,37.804393,1.60394099,1.90665207,0.187708,SN II,0.5800,0.796726
SIM01316,21.664857,1.73691817,2.18640644,0.249879,SN Ia,0.9100,0.863532
SIM01317,38.750573,1.95868900,2.72187470,0.357257,SN II,0.5800,0.715172
SIM01318,21.206160,0.78887963,0.95634300,0.209007,SN Ia,0.9100,0.068601
SIM01319,36.593712,3.85328740,5.10215337,0.304805,AGN flare,0.6700,0.932616
SIM01320,28.130052,1.91082830,1.90061941,-0.005816,SN II,0.5800,0.249579
SIM01321,41.861578,2.23291149,1.92087280,-0.163432,SN II,0.5800,0.342617
SIM01322,26.208760,2.38739430,3.03047151,0.258965,SN II,0.5800,0.181782
SIM01323,32.685337,4.11194379,5.61795007,0.338827,AGN flare,0.6700,0.327461
SIM01324,27.666578,1.57514230,1.78984001,0.138736,SN II,0.5800,0.638163
SIM01325,16.073449,0.53945440,0.58926587,0.095891,SN Ia,0.9100,0.171132
SIM01326,14.468389,3.31296218,3.51402143,0.063970,SN Ia,0.9100,0.254663
SIM01327,26.779240,3.21106662,2.59845506,-0.229835,SN II,0.5800,0.262000
SIM01328,20.300043,2.50647924,2.09204879,-0.196231,SN Ia,0.9100,0.131695
SIM01329,10.402672,0.84632240,1.04246157,0.226311,SN II,0.5800,0.403794
SIM01330,21.903917,3.46182788,4.61194540,0.311447,SN Ia,0.9100,0.425490
SIM01331,41.536125,3.54128781,3.78119808,0.071171,SN II,0.5800,0.681953
SIM01332,17.778324,1.01576015,1.34053571,0.301218,SN Ia,0.9100,0.359571
SIM01333,31.739239,3.31116723,2.79730465,-0.183103,SN II,0.5800,0.177082
SIM01334,15.795231,2.79828682,1.96345695,-0.384677,SN II,0.5800,0.710775
SIM01335,20.057868,0.95657764,0.81130552,-0.178839,SN Ia,0.9100,0.822858
SIM01336,25.200844,1.77636146,1.60552154,-0.109788,SN II,0.5800,0.280118
SIM01337,16.238528,4.09634236,4.86923175,0.187660,SN Ia,0.9100,0.884925
SIM01338,29.772457,0.81563349,0.66475198,-0.222089,SN II,0.5800,0.258083
SIM01339,24.245764,4.82539377,4.82919036,0.000854,SN Ia,0.9100,0.242142
SIM01340,44.195566,3.31846457,2.42973101,-0.338447,SN II,0.5800,0.981906
SIM01341,12.267042,1.19527983,1.38311204,0.158469,SN Ia,0.9100,0.356417
SIM01342,40.112481,1.27929226,1.07359371,-0.190325,SN II,0.5800,0.805704
SIM01343,44.058467,4.49151764,4.03099979,-0.117451,AGN flare,0.6700,0.272473
SIM01344,4.816684,0.22181099,0.25035247,0.131422,SN II,0.5800,0.349924
SIM01345,9.215068,1.39323835,1.21688711,-0.146938,SN II,0.5800,0.164607
SIM01346,28.695636,4.01650255,3.31657629,-0.207895,SN II,0.5800,0.874173
SIM01347,5.877002,0.18893656,0.20020939,0.062921,SN II,0.5800,0.476357
SIM01348,25.358994,6.03350944,6.20138674,0.029797,SN II,0.5800,0.041946
SIM01349,37.557790,1.08947713,0.87175928,-0.242054,SN II,0.5800,0.602234
SIM01350,35.404039,1.39483818,1.80737531,0.281311,SN II,0.5800,0.689109
SIM01351,5.772158,0.72000753,0.70991982,-0.015319,SN II,0.5800,0.155293
SIM01352,29.996042,1.47366386,1.20147117,-0.221713,SN II,0.5800,0.402494
SIM01353,6.583646,0.50639795,0.55019012,0.090052,SN II,0.5800,0.403749
SIM01354,36.207197,1.33788899,1.81062111,0.328519,SN II,0.5800,0.864301
SIM01355,41.515196,4.41653585,5.52637584,0.243397,AGN flare,0.6700,0.572524
SIM01356,6.172650,0.17967032,0.23583315,0.295321,SN II,0.5800,0.322030
SIM01357,18.929569,1.44192261,1.72174619,0.192568,SN Ia,0.9100,0.795568
SIM01358,36.029137,3.78827387,3.03749900,-0.239813,SN II,0.5800,0.761583
SIM01359,31.500285,2.31242074,1.86742841,-0.232057,SN II,0.5800,0.831881
SIM01360,21.267868,3.23439413,2.99127483,-0.084842,SN Ia,0.9100,0.513246
SIM01361,33.805916,4.03720846,4.78569148,0.184659,AGN flare,0.6700,0.403693
SIM01362,38.904694,4.58049280,4.36866393,-0.051409,AGN flare,0.6700,0.273756
